description,country,variety
Bold and spicy with a lot of cinnamon licorice and toasty aromas. Quite intense in the mouth where black cherry toast and vanilla flavors lead the charge. The finish is tangy and long with coffee and citrus accents coming along late in the game. Made from whole berries fermented in open-top vats.,Chile,Pinot Noir
An interesting and unsual wine for Chile. Hailing from grafted vines originally planted to Chenin Blanc in 1956 this Viognier is superfloral with oily aromas along with apple blossom nectarine and apricot. The palate has nice natural acidity and sweet flavors of melon mango and citrus. A little big and unfocused and sweet but still intriguing and nicely made.,Chile,Viognier
A lot of olive and herbs upfront with cumin and other exotic arguably unusual aromas. The palate is soft and a little low on structure but the flavors are big and sweet almost overripe and syrupy. There's cola blackberry coffee and mulchy herbal flavors from start to finish. A big wine that needs to be drunk now; it's not going to get better.,Chile,Carmenère
The nose sends up signals of a balanced easygoing wine with oak blended nicely into pear and apple fruit. The palate is lively and mildly oaky with baked apple orange and woodspice flavors. A snappy oaky finish with intense acidity closes the show.,Chile,Chardonnay
Chunky slightly jammy plum and blackberry aromas are good but basic. In the mouth this shows tartaric grit and bite along with lean fruit. Flavors of red plum and raspberry finish zesty but with hardly any complexity.,Chile,Cabernet Franc-Carmenère
The spectrum of varietal aromas is here: saline olive forest floor tea and red and black fruits. Weighty and round in the mouth with good feel and full blackberry flavors supported by creamy oak and vanilla. Juicy and red enough on the finish where a pop of acidity registers.,Chile,Carmenère
Vacillates between seeming totally fresh and clean and showing herbal light green notes. There's graham cracker jammy blackberry and bergamot on the nose but also a pickled element. Grabby chunky and jammy in the mouth with juicy acidity and blue fruit flavors.,Chile,Syrah
Crusty and dusty smelling with dark berry plum and herbal aromas. Feels edgy and rubbery then tastes like a mix of herbal black plum dark cherry and oak dust. Finishes fiery with peppery flavors and leftover oak.,Chile,Carmenère
Opens with grassy slightly burnt aromas that later yield to hickory smoke and herbal berry fruit. Feels fresh but prickly with grabby acidity setting up flavors of herbs olive woodspice and red berries. Finishes fresh and minty.,Chile,Cabernet Sauvignon
Smells vegetal with aromas of canned peas and beans vying for attention with mature tropical fruit. Feels mealy despite decent acidity while the flavor profile is from the garden meaning it's mostly about asparagus and green beans.,Chile,Sauvignon Blanc
Smells perky prickly and tart with sharp plum and raspberry aromas. Feels citrusy and pithy with a cutting mouthfeel and snappy flavors of berry and red plum. Tastes rubbery and slightly bitter on the finish.,Chile,Pinot Noir
This rating is probably as much a reflection of tasting the wine too late in its evolution as anything else. At this mature state the wine is heavy and syrupy with stalky almost bitter red-fruit flavors. Finishes with matchstick and grassy flavors. Wait for the 2011.,Chile,Rosé
A strange wine that's not very aromatic beyond basic pear fruit and grass. Feels basic and tastes both green and oddly sweet with a short oily feeling finish that ends bitter. Tasted twice with similar findings.,Chile,Sauvignon Blanc
Feels flat and syrupy feeling with sweet herb flavors that suggest blueberry and baked plum. Finishes herbal.,Chile,Cabernet Sauvignon
Crisp but bland with sharp edges and some bitterness on the finish.,Chile,Sauvignon Gris
Flat aromas of red licorice candy grass and maderized fruit are none too inviting. Feels chunky for rosé with sweet wayward fruit flavors that come with a burnt stalkiness. Finishes bitter.,Chile,Rosé
Funky and odd smelling with exotic aromas that are unfamiliar and not that inviting. Feels thick and soupy with black fruit flavors cumin candy and some bitterness on the finish.,Chile,Carmenère
Fluffy sweet aromas of peach pear and vanilla are as good as it gets. Tastes of powdered sugar and the most forced oak you can imagine. Not at all surprising that it's resiny on the finish.,Chile,Chardonnay
Tomato leaf herb and spice aromas mix with green-leaning raspberry and marshmallow sweetness on the nose. The palate is gritty and tough with salty herbal cherry and brambly flavors. Short and choppy on the finish.,Chile,Carmenère
Opens with a mix of toast and dusty herbal aromas and with time it turns more saucy than precisely fruity. A bulky wine with a chunky mouthfeel and fleshy flavors of herbal plum. A late wave of tartness and more herbal flavors cements things into place.,Chile,Cabernet Sauvignon
Not disappointing given the price. There's some toast and tropical fruit on the nose and then pineapple and mango flavors. The acidity runs a bit sharp but overall this is a reasonable warm-climate tropical Chard for the money.,Chile,Chardonnay
Basic plum aromas are woody and limited. This feels medium to full with crispness and moderate tannins. Dry woody flavors of plum and currant finish with a freshening blast of lifting acidity.,Chile,Cabernet Sauvignon
Herbal aromas of tomato leaf and earthy plum are a bit green. This feels chunky with some grab. Herbal plum flavors are like the nose meaning they lean towards green. Finishing flavors of olive spice and herbs are common for value-priced Chilean Cabernet.,Chile,Cabernet Sauvignon
Cherry and raspberry aromas are fragile and sketchy but not broken. This value-priced Cabernet shows a midlevel palate with moderate concentration. Herbal plum and raspberry flavors finish easy.,Chile,Cabernet Sauvignon
This Elqui Syrah is topped with resiny oak aromas that emphasize clove and nutmeg. Big full-bodied sticky and tannic this barrel-heavy wine tastes charred toasty and burnt with chocolate and campfire notes to the finish.,Chile,Carmenère
Dark berry aromas are dense and a touch rubbery. This is a full chunky bold Cabernet with wild berry cassis and woody flavors that meld together well. Finishing flavors of mint licorice and oak are generous.,Chile,Cabernet Sauvignon
Ripe blackberry aromas carry notes of prune and raisin. For a ripe dark wine this is juicy and well balanced. Oaky toasty flavors lean toward dark fruits and blackberry and the finish keeps the dark-fruit theme going while folding in bitter coffee notes.,Chile,Cabernet Sauvignon
Hails from Macul so it exhibits some normal eucalyptus on the nose along with spice and pointed slightly piercing berry aromas. The palate is chewy sweet modern and ripe with chunky berry herb olive and particularly graphite flavors. Settles on big black fruit and depth. Outstanding Chilean Cabernet with individuality. Best from 2013-2016.,Chile,Cabernet Sauvignon
Big dark and brash and very much in the modern California style meaning it's rich creamy oaky and full-bodied. The nose brings toast heat and potency while the flavors are saturated spicy and revolve around wild berry tea spice caramel and savory warmth. Only gets better as it opens and airs; drink now through 2012.,Chile,Pinot Noir
Opens with heavy aromas of raisin prune leather and chocolate. The palate is just racy enough with depth big tannins and structure. Tastes grapy and big with blackberry fruit and a chocolaty aftertaste. Toasty and a little gritty and tannic on the finish and ultimately it's a little sweet but still impressive for Chilean Syrah.,Chile,Syrah
Nectarine apricot and botrytis aromas are sound but familiar. Round full but not quite sticky this tastes like toffee honey and pear with baking spice flavors nutmeg in particular on the finish.,Chile,Sauvignon Blanc-Semillon
Plum cassis floral hints and spicy charred aromas open this Syrah-led blend. Hailing from a warm year this feels jammy dense and full in body. Peppery chocolaty blackberry flavors end dark and deep with a strong aftershock of olive and herbal flavors. Drink through 2019.,Chile,Red Blend
